"date","year","month","yweekN","wday","wdayN","hl","tmp","ws","hr","sf","ppt","sun","hls","turnover"
"2019-05-30","2019","05",22,"Do",4,"Ascension Day",11.95375,0.90041666666667,72.166666666667,0,0,585,"Ascension Day",26084.02031
"2019-05-31","2019","05",22,"Fr",5,,15.67625,1.4575,65.458333333333,0,0,755,"Ascension Day",19465.09208
"2019-06-01","2019","06",22,"Sa",6,,18.391666666667,1.1954166666667,70.583333333333,0,0,881,"Ascension Day",22854.51241
"2019-06-02","2019","06",22,"So",7,,20.30875,0.74333333333333,69.833333333333,0,0,893,,25386.00225
"2019-06-03","2019","06",23,"Mo",1,,20.869583333333,1.9891666666667,69.875,0,1.59,591,,10091.04994
"2019-06-04","2019","06",23,"Di",2,,21.355,1.39875,73.625,0,0,887,,13936.27804
"2019-06-05","2019","06",23,"Mi",3,,22.03875,2.1329166666667,66.583333333333,0,0,688,,13566.62984
"2019-06-06","2019","06",23,"Do",4,,12.880833333333,2.1216666666667,79,0,0,92,,10884.59457
"2019-06-07","2019","06",23,"Fr",5,,14.875833333333,1.9104166666667,78.125,0,3.63,443,,13607.94321
"2019-06-08","2019","06",23,"Sa",6,,15.205,2.2091666666667,63.291666666667,0,0.4,753,,19970.60759
"2019-06-09","2019","06",23,"So",7,"Whitsun",12.705416666667,1.2725,67.458333333333,0,4.2,74,,16649.90336
"2019-06-10","2019","06",24,"Mo",1,"Whit Monday",14.493333333333,1.65625,87.958333333333,0,10.49,92,"Whit Monday",13063.1237
"2019-06-11","2019","06",24,"Di",2,,12.6025,1.8570833333333,89.666666666667,0,8.4,115,,4674.83735
"2019-06-12","2019","06",24,"Mi",3,,13.858333333333,1.7816666666667,77.708333333333,0,0.2,374,,7228.78769
"2019-06-13","2019","06",24,"Do",4,,16.764583333333,1.0495833333333,66.416666666667,0,0,736,,13345.52081
"2019-06-14","2019","06",24,"Fr",5,,18.48,1.8454166666667,72.375,0,0,547,,17985.5553
"2019-06-15","2019","06",24,"Sa",6,,18.089583333333,2.1433333333333,78.958333333333,0,8.52,184,,13271.92435
"2019-06-16","2019","06",24,"So",7,,15.806666666667,1.5254166666667,80.125,0,0,304,,19136.17689
"2019-06-17","2019","06",25,"Mo",1,,18.085,1.58875,74.375,0,0,565,,13125.11335
"2019-06-18","2019","06",25,"Di",2,,20.8,0.985,74.25,0,0,751,,19322.84494
"2019-06-19","2019","06",25,"Mi",3,,21.429583333333,1.2066666666667,69.291666666667,0,0.3,901,,18008.38131
"2019-06-20","2019","06",25,"Do",4,"Corpus Christi",17.96875,1.24625,83.833333333333,0,2.33,201,,13386.70403
"2019-06-21","2019","06",25,"Fr",5,,17.235,1.1766666666667,83.833333333333,0,3.63,154,,12548.2921
"2019-06-22","2019","06",25,"Sa",6,,16.70375,1.165,86.208333333333,0,2.45,104,,14104.64392
"2019-06-23","2019","06",25,"So",7,,19.037083333333,1.4566666666667,78.125,0,0,764,,21524.52503
"2019-06-24","2019","06",26,"Mo",1,,21.975,1.2708333333333,75.583333333333,0,0,665,,13640.5343
"2019-06-25","2019","06",26,"Di",2,,24.844583333333,0.91416666666667,71,0,0,778,,17163.02933
"2019-06-26","2019","06",26,"Mi",3,,26.772916666667,0.97833333333333,66.375,0,0,930,,18164.26916
"2019-06-27","2019","06",26,"Do",4,,27.123333333333,1.2983333333333,67.958333333333,0,0,867,,15048.37835
"2019-06-28","2019","06",26,"Fr",5,,24.274583333333,2.1295833333333,61.083333333333,0,0,959,,21347.26075
"2019-06-29","2019","06",26,"Sa",6,,23.499583333333,1.67125,63.583333333333,0,0,957,,23846.19271
"2019-06-30","2019","06",26,"So",7,,26.389583333333,1.8791666666667,61.666666666667,0,0,884,,21988.57929
"2019-07-01","2019","07",27,"Mo",1,,25.901666666667,2.0879166666667,66.541666666667,0,2.8,529,,12931.26419
"2019-07-02","2019","07",27,"Di",2,,21.134166666667,1.7470833333333,72.791666666667,0,7.84,545,,14899.17425
"2019-07-03","2019","07",27,"Mi",3,,20.61375,1.8854166666667,65.416666666667,0,0,306,,16632.63662
"2019-07-04","2019","07",27,"Do",4,,20.955833333333,1.8204166666667,58.541666666667,0,0,901,,16285.92698
"2019-07-05","2019","07",27,"Fr",5,,22.605,1.3858333333333,58.375,0,0,726,,22004.27494
"2019-07-06","2019","07",27,"Sa",6,,21.352083333333,1.74875,60.541666666667,0,8.03,368,"Summer holidays",17891.01784
"2019-07-07","2019","07",27,"So",7,,20.247083333333,2.5583333333333,79.041666666667,0,4.61,292,"Summer holidays",24391.64315
"2019-07-08","2019","07",28,"Mo",1,,18.750416666667,1.225,80.208333333333,0,0,276,"Summer holidays",15431.92413
"2019-07-09","2019","07",28,"Di",2,,16.671666666667,2.0645833333333,68.291666666667,0,0,335,"Summer holidays",16381.84742
"2019-07-10","2019","07",28,"Mi",3,,16.109583333333,2.0604166666667,58.666666666667,0,0,914,"Summer holidays",20138.97399
"2019-07-11","2019","07",28,"Do",4,,16.6225,0.96291666666667,64.125,0,0.3,179,"Summer holidays",14795.78518
"2019-07-12","2019","07",28,"Fr",5,,17.095416666667,2.0533333333333,76.166666666667,0,5.64,229,"Summer holidays",14913.94116
"2019-07-13","2019","07",28,"Sa",6,,17.2925,1.9258333333333,71.666666666667,0,0.67,416,"Summer holidays",20106.35702
"2019-07-14","2019","07",28,"So",7,,17.062083333333,2.3595833333333,72,0,3.81,423,"Summer holidays",24433.90383
"2019-07-15","2019","07",29,"Mo",1,,15.82125,2.4320833333333,75.541666666667,0,2.81,249,"Summer holidays",10970.36442
"2019-07-16","2019","07",29,"Di",2,,18.5425,0.8725,70.708333333333,0,0,717,"Summer holidays",22700.99267
"2019-07-17","2019","07",29,"Mi",3,,19.847916666667,1.2291666666667,61.041666666667,0,0,641,"Summer holidays",21745.09764
"2019-07-18","2019","07",29,"Do",4,,20.59375,1.67625,54.041666666667,0,0,498,"Summer holidays",18652.47487
"2019-07-19","2019","07",29,"Fr",5,,21.556666666667,1.545,62.708333333333,0,0,524,"Summer holidays",21527.5238
"2019-07-20","2019","07",29,"Sa",6,,22.382916666667,1.7375,62.25,0,0,484,"Summer holidays",21864.1768
"2019-07-21","2019","07",29,"So",7,,21.614166666667,1.7125,73.916666666667,0,6.49,283,"Summer holidays",25548.15276
"2019-07-22","2019","07",30,"Mo",1,,23.055,0.78041666666667,67.708333333333,0,0,626,"Summer holidays",17490.01783
"2019-07-23","2019","07",30,"Di",2,,24.261666666667,1.2104166666667,62.208333333333,0,0,916,"Summer holidays",20342.06502
"2019-07-24","2019","07",30,"Mi",3,,26.52,0.97916666666667,56.625,0,0,865,"Summer holidays",21222.63646
"2019-07-25","2019","07",30,"Do",4,,26.897916666667,1.3820833333333,53.791666666667,0,0,776,"Summer holidays",19556.39557
"2019-07-26","2019","07",30,"Fr",5,,26.270833333333,1.5583333333333,59.208333333333,0,1.54,341,"Summer holidays",19539.27562
"2019-07-27","2019","07",30,"Sa",6,,21.34125,1.6604166666667,78.916666666667,0,3.25,133,"Summer holidays",17826.15621
"2019-07-28","2019","07",30,"So",7,,15.751666666667,2.6908333333333,88.75,0,8.28,38,"Summer holidays",13054.64662
"2019-07-29","2019","07",31,"Mo",1,,17.894166666667,1.4941666666667,76.916666666667,0,0,546,"Summer holidays",17522.89269
"2019-07-30","2019","07",31,"Di",2,,20.132916666667,1.6679166666667,71.166666666667,0,0,577,"Summer holidays",21952.57479
"2019-07-31","2019","07",31,"Mi",3,,17.662916666667,1.4233333333333,74.458333333333,0,2.61,219,"Summer holidays",14352.15892
"2019-08-01","2019","08",31,"Do",4,"Swiss National Holiday",18.653333333333,1.1004166666667,64.541666666667,0,0,617,"Summer holidays",25225.35801
"2019-08-02","2019","08",31,"Fr",5,,17.9575,1.2754166666667,72.541666666667,0,1.41,188,"Summer holidays",15254.55946
"2019-08-03","2019","08",31,"Sa",6,,18.769166666667,1.8416666666667,68.208333333333,0,0,527,"Summer holidays",21670.84862
"2019-08-04","2019","08",31,"So",7,,19.283333333333,0.825,68.041666666667,0,0,714,"Summer holidays",23701.805
"2019-08-05","2019","08",32,"Mo",1,,22.020833333333,1.9645833333333,65.208333333333,0,0.11,328,"Summer holidays",17296.15645
"2019-08-06","2019","08",32,"Di",2,,19.848333333333,1.8808333333333,80.458333333333,0,10.96,140,"Summer holidays",13164.80928
"2019-08-07","2019","08",32,"Mi",3,,17.346666666667,2.0683333333333,90.75,0,8.45,63,"Summer holidays",8407.17035
"2019-08-08","2019","08",32,"Do",4,,18.873333333333,0.94375,79.416666666667,0,0,529,"Summer holidays",18530.16304
"2019-08-09","2019","08",32,"Fr",5,,22.568333333333,1.31375,71.541666666667,0,1.47,766,"Summer holidays",19325.97031
"2019-08-10","2019","08",32,"Sa",6,,18.95125,1.8258333333333,85.791666666667,0,4.06,35,"Summer holidays",16750.93825
"2019-08-11","2019","08",32,"So",7,,19.223333333333,1.8029166666667,81.666666666667,0,5.12,569,,24744.33195
"2019-08-12","2019","08",33,"Mo",1,,14.117916666667,1.4075,92.75,0,4.16,51,,6181.33645
"2019-08-13","2019","08",33,"Di",2,,14.937083333333,1.46625,78.375,0,0,23,,11755.5535
"2019-08-14","2019","08",33,"Mi",3,,15.3225,0.78458333333333,67.708333333333,0,0,700,,17129.66515
"2019-08-15","2019","08",33,"Do",4,,15.734583333333,2.5170833333333,76.333333333333,0,0.34,180,,13413.18436
"2019-08-16","2019","08",33,"Fr",5,,17.33625,1.0245833333333,74.166666666667,0,0,535,,18259.17049
"2019-08-17","2019","08",33,"Sa",6,,18.600416666667,1.9104166666667,70.583333333333,0,0,23,,19203.45364
"2019-08-18","2019","08",33,"So",7,,22.318333333333,1.83125,69.875,0,3.32,763,,25981.21756
"2019-08-19","2019","08",34,"Mo",1,,18.082083333333,1.0825,91,0,7.08,39,,6084.56452
"2019-08-20","2019","08",34,"Di",2,,14.435,1.3529166666667,96.625,0,12.12,22,,5566.7432
"2019-08-21","2019","08",34,"Mi",3,,14.524166666667,2.885,82.625,0,0,278,,9928.51309
"2019-08-22","2019","08",34,"Do",4,,15.52875,1.4029166666667,84.458333333333,0,0,387,,10937.05055
"2019-08-23","2019","08",34,"Fr",5,,15.772916666667,1.575,87.166666666667,0,0,172,,14332.07354
"2019-08-24","2019","08",34,"Sa",6,,17.481666666667,0.30416666666667,83.958333333333,0,0,453,,21033.05441
"2019-08-25","2019","08",34,"So",7,,19.635833333333,0.68041666666667,79.375,0,0,749,,28162.45109
"2019-08-26","2019","08",35,"Mo",1,,19.45875,0.79791666666667,75.541666666667,0,0,819,,17525.00326
"2019-08-27","2019","08",35,"Di",2,,20.633333333333,0.92708333333333,72.375,0,0,658,,18243.73549
"2019-08-28","2019","08",35,"Mi",3,,22.273333333333,1.0658333333333,74.583333333333,0,0.64,392,,14517.08417
"2019-08-29","2019","08",35,"Do",4,,20.735416666667,1.41125,78.25,0,0,414,,12317.38292
"2019-08-30","2019","08",35,"Fr",5,,20.5425,1.1575,80.625,0,0,680,,17445.00912
"2019-08-31","2019","08",35,"Sa",6,,21.095416666667,1.0879166666667,76.208333333333,0,0,706,,19814.74471
"2019-09-01","2019","09",35,"So",7,,19.485416666667,1.7083333333333,77.25,0,3.11,120,,15107.48441
"2019-09-02","2019","09",36,"Mo",1,,14.869166666667,1.6258333333333,84.833333333333,0,2,26,,6071.93288
"2019-09-03","2019","09",36,"Di",2,,14.323333333333,1.1575,76.25,0,0,740,,12139.44136
"2019-09-04","2019","09",36,"Mi",3,,16.030416666667,0.96041666666667,71.791666666667,0,0,789,,18249.30336
"2019-09-05","2019","09",36,"Do",4,,13.27625,1.88125,81.541666666667,0,0,32,,6549.60225
"2019-09-06","2019","09",36,"Fr",5,,11.970416666667,1.88,81.291666666667,0,2.66,129,,7517.48953
"2019-09-07","2019","09",36,"Sa",6,,13.66,1.15,78.25,0,0,112,,12800.96858
"2019-09-08","2019","09",36,"So",7,,10.290833333333,1.91,91.208333333333,0,10.37,21,,9044.47535
"2019-09-09","2019","09",37,"Mo",1,,11.24375,1.7416666666667,78.333333333333,0,0,189,,6365.38684
"2019-09-10","2019","09",37,"Di",2,,12.993333333333,1.3329166666667,76.375,0,0,619,,10651.99599
"2019-09-11","2019","09",37,"Mi",3,,13.981666666667,1.01625,78.75,0,0,464,,13430.55295
"2019-09-12","2019","09",37,"Do",4,,15.750416666667,0.68458333333333,70.458333333333,0,0,756,,12400.15589
"2019-09-13","2019","09",37,"Fr",5,,16.7925,0.89708333333333,78,0,0,754,,15996.83682
"2019-09-14","2019","09",37,"Sa",6,,16.85125,1.3479166666667,86.958333333333,0,0,447,,17104.57797
"2019-09-15","2019","09",37,"So",7,"Federal Prayday",18.575416666667,0.76083333333333,84.291666666667,0,0,489,,23845.21384
"2019-09-16","2019","09",38,"Mo",1,,19.494166666667,1.36875,76.708333333333,0,0,578,,13555.92592
"2019-09-17","2019","09",38,"Di",2,,17.595416666667,1.5754166666667,75,0,0,605,,12603.69753
"2019-09-18","2019","09",38,"Mi",3,,13.198333333333,3.35625,67.166666666667,0,0,400,,10105.25595
"2019-09-19","2019","09",38,"Do",4,,11.158333333333,3.1620833333333,65.333333333333,0,0,701,,9545.68232
"2019-09-20","2019","09",38,"Fr",5,,10.492083333333,2.1545833333333,66.833333333333,0,0,743,,18645.78147
"2019-09-21","2019","09",38,"Sa",6,,12.658333333333,0.79083333333333,76.583333333333,0,0,723,,19458.74785
"2019-09-22","2019","09",38,"So",7,,16.752916666667,0.86791666666667,77.208333333333,0,0,402,,21121.03607
"2019-09-23","2019","09",39,"Mo",1,,13.788333333333,2.0679166666667,85.083333333333,0,6.03,113,,3468.72953
"2019-09-24","2019","09",39,"Di",2,,11.344583333333,1.34625,88.625,0,1.63,25,,4679.25791
"2019-09-25","2019","09",39,"Mi",3,,14.141666666667,3.1016666666667,84.833333333333,0,0.39,75,,6549.94548
"2019-09-26","2019","09",39,"Do",4,,13.986666666667,2.5829166666667,91.666666666667,0,2.69,135,,5253.37287
"2019-09-27","2019","09",39,"Fr",5,,16.20125,2.4041666666667,85.208333333333,0,2.73,201,,9128.54929
"2019-09-28","2019","09",39,"Sa",6,,13.928333333333,2.6945833333333,80.166666666667,0,2.42,397,"Autumn holidays",12617.59715
"2019-09-29","2019","09",39,"So",7,,15.212916666667,2.75125,69.583333333333,0,0,618,"Autumn holidays",20896.16082
"2019-09-30","2019","09",40,"Mo",1,,15.67,3.3991666666667,73.916666666667,0,0,213,"Autumn holidays",7065.92483
"2019-10-01","2019","10",40,"Di",2,,14.87125,1.8191666666667,81.708333333333,0,5.77,322,"Autumn holidays",9748.26592
"2019-10-02","2019","10",40,"Mi",3,,11.935833333333,3.2379166666667,90.75,0,7.27,35,"Autumn holidays",4932.98197
"2019-10-03","2019","10",40,"Do",4,,8.16125,0.86375,79.5,0,0.12,516,"Autumn holidays",7139.15931
"2019-10-04","2019","10",40,"Fr",5,,8.48,2.6391666666667,84.208333333333,0,3.57,25,"Autumn holidays",6554.47688
"2019-10-05","2019","10",40,"Sa",6,,10.724166666667,2.78125,93.541666666667,0,1.37,31,"Autumn holidays",9509.43425
"2019-10-06","2019","10",40,"So",7,,10.5675,1.5533333333333,96.666666666667,0,8.73,19,"Autumn holidays",8137.01094
"2019-10-07","2019","10",41,"Mo",1,,9.9,1.6141666666667,86.25,0,0,142,"Autumn holidays",6840.64553
"2019-10-08","2019","10",41,"Di",2,,11.695,2.2141666666667,81.416666666667,0,0,106,"Autumn holidays",6644.55216
"2019-10-09","2019","10",41,"Mi",3,,10.889166666667,2.81625,92.083333333333,0,12.78,19,"Autumn holidays",3855.55847
"2019-10-10","2019","10",41,"Do",4,,10.0125,3.3395833333333,84.833333333333,0,0.46,212,"Autumn holidays",5362.17331
"2019-10-11","2019","10",41,"Fr",5,,10.610833333333,1.275,78.958333333333,0,0,656,"Autumn holidays",13471.60658
"2019-10-12","2019","10",41,"Sa",6,,14.257916666667,1.6395833333333,76.791666666667,0,0,330,"Autumn holidays",11657.80925
"2019-10-13","2019","10",41,"So",7,,16.297083333333,0.77791666666667,77.75,0,0,522,,19947.67831
"2019-10-14","2019","10",42,"Mo",1,,14.71125,1.105,84.666666666667,0,0,587,,9131.54809
"2019-10-15","2019","10",42,"Di",2,,11.71,2.02125,90.083333333333,0,10.03,125,,8247.81804
"2019-10-16","2019","10",42,"Mi",3,,10.415,2.0370833333333,78.708333333333,0,0,656,,5886.4982
"2019-10-17","2019","10",42,"Do",4,,12.603333333333,1.0933333333333,77.333333333333,0,1.93,303,,6114.93337
"2019-10-18","2019","10",42,"Fr",5,,12.336666666667,1.5679166666667,88.291666666667,0,4.81,94,,6673.37193
"2019-10-19","2019","10",42,"Sa",6,,12.091666666667,1.1075,95.666666666667,0,7.27,18,,9310.95018
"2019-10-20","2019","10",42,"So",7,,11.245833333333,1.2391666666667,87.541666666667,0,0,247,,9646.87737
"2019-10-21","2019","10",43,"Mo",1,,12.104166666667,1.1120833333333,97.708333333333,0,6.64,91,,3335.47693
"2019-10-22","2019","10",43,"Di",2,,12.317916666667,1.1745833333333,96.416666666667,0,0,78,,3918.25108
"2019-10-23","2019","10",43,"Mi",3,,12.354583333333,1.0595833333333,89.291666666667,0,0,305,,5516.4319
"2019-10-24","2019","10",43,"Do",4,,12.3275,1.5158333333333,90.041666666667,0,0.6,142,,5265.7139
"2019-10-25","2019","10",43,"Fr",5,,12.372083333333,1.4475,83.708333333333,0,0,525,,5517.66174
"2019-10-26","2019","10",43,"Sa",6,,13.049583333333,1.6241666666667,79.375,0,0,498,,10162.67169
"2019-10-27","2019","10",43,"So",7,,13.822,2.8644,71.88,0,1,551,,16807.75086
"2019-10-28","2019","10",44,"Mo",1,,9.8120833333333,2.5579166666667,94.791666666667,0,9.9,0,,3629.27214
"2019-10-29","2019","10",44,"Di",2,,6.8216666666667,2.5395833333333,94.625,0,9.4,0,,4507.91242
"2019-10-30","2019","10",44,"Mi",3,,6.5429166666667,2.6220833333333,94.541666666667,0,5.5,0,,4960.44966
"2019-10-31","2019","10",44,"Do",4,"Reformation Day",7.9675,2.1954166666667,91.583333333333,0,1.3,65,,4801.13435
"2019-11-01","2019","11",44,"Fr",5,,10.025,2.8733333333333,87.625,0,5.9,138,,7610.04186
"2019-11-02","2019","11",44,"Sa",6,,12.013333333333,5.7570833333333,84.375,0,10.9,200,,7026.38902
"2019-11-03","2019","11",44,"So",7,"Reformation Sunday Switzerland",9.705,4.0641666666667,87.208333333333,0,10.3,0,,7333.72489
"2019-11-05","2019","11",45,"Di",2,,7.57375,2.9320833333333,82.291666666667,0,5.4,157,,2629.97453
"2019-11-06","2019","11",45,"Mi",3,,6.2429166666667,4.2229166666667,84.666666666667,0,4,104,,4056.73173
"2019-11-07","2019","11",45,"Do",4,,4.7633333333333,3.1766666666667,80.666666666667,0,3.2,161,,2866.87246
"2019-11-08","2019","11",45,"Fr",5,,2.80125,2.6729166666667,92.208333333333,0,10.4,0,,5839.50181
"2019-11-09","2019","11",45,"Sa",6,,3.4033333333333,2.07,77.708333333333,0,0,205,,9074.39345
"2019-11-10","2019","11",45,"So",7,,2.9158333333333,0.83791666666667,74.291666666667,0,0,523,,8286.3187
"2019-11-11","2019","11",46,"Mo",1,,3.2979166666667,1.9470833333333,75.166666666667,0,1.2,308,,3689.04764
"2019-11-12","2019","11",46,"Di",2,,4.2966666666667,3.8966666666667,76.541666666667,0,1.2,361,,4096.51204
"2019-11-13","2019","11",46,"Mi",3,,2.945,3.4804166666667,77.208333333333,0,0.8,283,,3539.59465
"2019-11-14","2019","11",46,"Do",4,,3.1354166666667,2.2491666666667,61.958333333333,0,0,268,,4567.28007
"2019-11-15","2019","11",46,"Fr",5,,3.4720833333333,3.7033333333333,73.833333333333,0,0,134,,15909.79951
"2019-11-16","2019","11",46,"Sa",6,,4.1754166666667,1.3516666666667,81.5,0,0,266,,9924.49082
"2019-11-17","2019","11",46,"So",7,,1.1341666666667,4.2695833333333,93.708333333333,1,8.6,0,,6228.72459
"2019-11-18","2019","11",47,"Mo",1,,1.8175,6.88375,87.833333333333,0,2.4,240,,5054.17216
"2019-11-19","2019","11",47,"Di",2,,2.51375,1.6504166666667,85.833333333333,0,0,69,,4432.91543
"2019-11-20","2019","11",47,"Mi",3,,3.1829166666667,1.1470833333333,85.791666666667,0,0,221,,3967.78076
"2019-11-21","2019","11",47,"Do",4,,3.975,1.0233333333333,83.583333333333,0,0,237,,3590.9772
"2019-11-22","2019","11",47,"Fr",5,,4.98875,2.3154166666667,71.75,0,0,339,,5618.12588
"2019-11-23","2019","11",47,"Sa",6,,8.02,5.0391666666667,60.541666666667,0,0,131,,7657.54101
"2019-11-24","2019","11",47,"So",7,,7.0258333333333,1.9691666666667,82.125,0,0,327,,9019.37743
"2019-11-25","2019","11",48,"Mo",1,,6.7783333333333,1.03125,86.291666666667,0,0,183,,3051.20503
"2019-11-26","2019","11",48,"Di",2,,8.7558333333333,1.39875,80.5,0,0,122,,4521.73097
"2019-11-27","2019","11",48,"Mi",3,,7.995,5.5666666666667,79.416666666667,0,5.6,251,,3420.99417
"2019-11-28","2019","11",48,"Do",4,,7.7325,7.6195833333333,81.666666666667,0,6.9,64,,4824.55697
"2019-11-29","2019","11",48,"Fr",5,,6.3091666666667,6.44625,88.041666666667,0,12.6,0,,4331.55293
"2019-11-30","2019","11",48,"Sa",6,,2.5854166666667,2.9795833333333,85.083333333333,0,1.7,151,,9551.65316
"2019-12-01","2019","12",48,"So",7,,1.8333333333333,2.8695833333333,88.333333333333,0,0.6,20,,7924.90852
"2019-12-02","2019","12",49,"Mo",1,,1.7216666666667,3.4679166666667,84.75,0,2.9,93,,4280.90296
"2019-12-03","2019","12",49,"Di",2,,-1.58375,4.02625,85.25,0,0,453,,4056.10183
"2019-12-04","2019","12",49,"Mi",3,,-0.18916666666667,1.5941666666667,80.458333333333,0,0,438,,4322.36139
"2019-12-05","2019","12",49,"Do",4,,2.8808333333333,1.0104166666667,63.166666666667,0,0,524,,2629.08233
"2019-12-06","2019","12",49,"Fr",5,,3.6370833333333,4.4858333333333,57.958333333333,0,0.2,522,,4820.09598
"2019-12-07","2019","12",49,"Sa",6,,6.3920833333333,5.2658333333333,79.583333333333,0,2.2,10,,6254.22868
"2019-12-08","2019","12",49,"So",7,,6.6070833333333,6.70125,75.583333333333,0,1.8,462,,8359.14983
"2019-12-09","2019","12",50,"Mo",1,,5.2675,9.6420833333333,82.833333333333,0,8,60,,1964.68042
"2019-12-10","2019","12",50,"Di",2,,0.76,3.5179166666667,75.291666666667,0,1.4,369,,6451.33003
"2019-12-11","2019","12",50,"Mi",3,,2.0454166666667,3.3391666666667,65.041666666667,0,4.9,0,,6641.00337
"2019-12-12","2019","12",50,"Do",4,,1.11,5.8879166666667,80.625,0,2.1,165,,3120.99572
"2019-12-13","2019","12",50,"Fr",5,,2.30125,8.21625,80.666666666667,0,12.1,29,,5556.17478
"2019-12-14","2019","12",50,"Sa",6,,5.31,9.23375,79.708333333333,0,5,339,,8274.56031
"2019-12-15","2019","12",50,"So",7,,8.5508333333333,6.3291666666667,74.125,0,0,240,,9748.90395
"2019-12-16","2019","12",51,"Mo",1,,6.9733333333333,1.7208333333333,71.708333333333,0,0,420,,4615.13859
"2019-12-17","2019","12",51,"Di",2,,8.8279166666667,1.93375,68.416666666667,0,0,104,,4018.84858
"2019-12-18","2019","12",51,"Mi",3,,8.4775,1.4720833333333,76.166666666667,0,0,414,,4432.94977
"2019-12-19","2019","12",51,"Do",4,,6.01,1.00625,86.458333333333,0,0,369,,4829.58696
"2019-12-20","2019","12",51,"Fr",5,,7.2104166666667,3.7366666666667,75.666666666667,0,8.4,0,,7061.67283
"2019-12-21","2019","12",51,"Sa",6,,4.84875,2.8033333333333,84.625,0,4.7,78,"Christmas holidays",8217.69491
"2019-12-22","2019","12",51,"So",7,,4.7166666666667,7.4233333333333,84.625,0,6.4,0,"Christmas holidays",5942.31027
"2019-12-23","2019","12",52,"Mo",1,,4.2645833333333,7.6629166666667,87,0,7.7,4,"Christmas holidays",6181.85766
"2019-12-24","2019","12",52,"Di",2,"Christmas Eve",4.79625,6.50625,86.291666666667,0,5.8,31,"Christmas holidays",9053.12047
"2019-12-25","2019","12",52,"Mi",3,"Christmas",4.5845833333333,6.8,86.833333333333,0,4.3,30,"Christmas holidays",13942.69882
"2019-12-26","2019","12",52,"Do",4,"St. Stephen´s Day",3.3083333333333,2.435,82.458333333333,0,2.5,0,"Christmas holidays",9577.4858
"2019-12-27","2019","12",52,"Fr",5,,5.6016666666667,5.73125,90.458333333333,0,13,0,"Christmas holidays",5796.62099
"2019-12-28","2019","12",52,"Sa",6,,1.6179166666667,4.4158333333333,87.125,0,0,346,"Christmas holidays",9309.89851
"2019-12-29","2019","12",52,"So",7,,-1.2083333333333,4.4204166666667,81.583333333333,0,0,450,"Christmas holidays",8164.10073
